Name,City,Rating,Price,Reviews,Location,Cleanliness,Communication,Value for Money,Accuracy,Check-in,Guests,TV,Wifi,Free street parking,Privet parking,Refrigerator,Air conditioning,Kitchen,Pets allowd,Dedicated workspace,Security cameras
Lovely 1 bedroom in New York City,Queens,4.88,14305,8,4.6,4.9,5.0,4.8,4.9,5.0,3.0,1,1,0,0,0,0,1,0,0,0
Brand New 4 Bedroom 2 Bathroom Private Apartment,Queens,4.94,27513,51,4.8,5.0,5.0,4.9,4.9,5.0,8.0,0,1,1,0,0,0,1,0,0,0
Cozy Home for your Family & Business Trips,Queens,4.62,35657,75,4.9,4.7,4.7,4.7,4.7,4.8,7.0,0,1,0,1,0,0,1,0,0,0
Home Away  From Home By JFK & USB Arena,Queens,5.0,26998,32,4.8,5.0,5.0,4.8,5.0,5.0,6.0,0,0,0,0,0,0,1,0,1,0
Queens Corner Lot,Queens,4.75,26398,142,4.7,4.8,4.9,4.7,4.8,4.9,11.0,0,1,0,1,0,0,1,0,1,0
Incredibly spacious 3 bedroom unit with a zen feel,Queens,4.82,19712,11,4.7,4.8,5.0,4.8,4.9,4.9,6.0,0,1,0,1,0,0,1,1,1,0
Nice Room in private house,Queens,4.91,5815,11,4.9,5.0,5.0,5.0,5.0,5.0,1.0,0,1,0,0,0,0,1,0,1,0
UBS area two bedroom rental!  BELLEROSE,Queens,4.58,15135,26,4.9,4.0,5.0,4.7,4.7,5.0,5.0,0,1,1,0,0,0,1,0,1,0
"A safe, modern oasis in Queens, NYC",Queens,4.55,10532,11,4.5,4.5,4.9,4.6,4.5,5.0,4.0,0,0,0,0,0,0,1,0,1,0
Grace,Queens,4.83,5249,13,4.6,5.0,4.8,5.0,4.8,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Luxury Studio Apt | Scenic views + Free Amenities,Queens,4.83,20487,6,4.5,5.0,4.7,4.5,4.7,4.8,2.0,0,1,0,0,0,0,1,0,1,0
The Hidden Gem: 20 Min to NYC | 10 Min to JFK,Queens,4.5,18885,4,4.2,4.2,5.0,4.5,3.8,4.8,9.0,1,1,0,0,0,1,1,0,1,0
Cheerful Studio Getaway/Garden/By Lake State Park,Queens,4.93,10497,27,5.0,4.9,5.0,4.9,4.9,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Private Room in Newly Renovated Apartment,Queens,4.61,5043,28,4.9,4.7,4.9,4.7,4.7,4.8,1.0,0,0,0,0,0,0,1,0,1,0
Beyond Stay 2-near JFK/UBS Arena/ArthurAshe Stadiu,Queens,5.0,30772,4,4.8,5.0,4.8,4.8,5.0,5.0,6.0,0,1,0,1,0,0,1,0,1,0
Cabin-looking Private room and brand new furniture,Queens,4.82,6134,11,5.0,4.9,5.0,4.8,4.9,4.9,2.0,0,0,0,0,0,0,1,0,1,0
VAL'S PLACE,Queens,4.83,5660,112,4.7,4.9,4.8,4.7,4.8,4.9,2.0,0,1,0,1,0,0,1,0,0,0
"Two Bedroom unit in NY LI, close to JFK UBSArena",Queens,4.93,20069,15,4.7,4.9,4.9,4.5,5.0,4.9,5.0,0,1,0,1,0,0,1,1,0,0
Private room w/PRiVATE work space + new furniture,Queens,4.64,5815,11,5.0,4.4,5.0,4.5,4.7,5.0,2.0,0,0,0,0,0,0,1,0,1,0
Rome’s breathtaking oasis.Close to JFK,Queens,4.71,7410,14,4.5,4.9,4.9,4.7,4.7,4.8,2.0,0,0,0,1,0,0,1,0,1,0
Gorgeous Two Br Apt in Jamaica Estates.,Queens,4.57,11218,28,4.8,4.4,5.0,4.5,4.8,4.9,4.0,1,1,1,0,0,0,1,0,0,0
NYC PrivateRoom A Two King Bedrooms W/Own Bathroom,Queens,4.67,15437,3,5.0,4.7,5.0,4.7,5.0,5.0,4.0,1,1,0,0,0,1,1,0,1,0
A Sunny spacious private room close to all inc.JFK,Queens,4.85,5763,13,4.8,4.5,4.9,4.7,4.6,4.9,2.0,0,1,0,1,0,0,1,0,0,0
Luxurious Urban Family Home 3 Bedroom/1.5 Bathroom,Queens,4.19,15678,26,4.2,4.0,4.0,4.1,4.2,4.5,4.0,0,1,1,0,0,0,1,0,1,0
Gorgeous Elmont Room,Queens,5.0,5146,4,4.8,5.0,5.0,5.0,4.8,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Private Cozy 3BR/2BTH 10 min from JFK & UBS,Queens,5.0,27101,3,5.0,4.7,5.0,5.0,5.0,5.0,9.0,0,0,0,1,0,0,1,0,1,0
Best view in Queens,Queens,4.94,39108,67,4.8,5.0,5.0,4.8,4.9,5.0,6.0,0,1,0,1,0,0,1,1,1,0
Cheerful  Luxury  villa with parking,Queens,4.93,78113,15,4.8,4.9,5.0,4.8,4.9,4.9,12.0,0,1,0,1,0,0,1,0,0,0
City Oasis,Queens,5.0,23053,4,4.8,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,0,1,0,1,0
Your NYC Adventure is Calling,Queens,4.25,19739,4,4.2,4.5,4.0,4.5,4.8,4.8,7.0,1,0,0,1,0,0,1,0,0,0
"Cozy Studio Apartment in Queens, NY",Queens,4.92,11115,382,4.9,4.9,5.0,4.9,4.9,5.0,3.0,0,1,1,0,0,0,1,1,0,0
"Spacious and luxurious retreat, backyard w/grill",Queens,4.78,40703,83,4.9,4.7,4.9,4.8,4.8,4.9,8.0,1,1,0,1,0,0,1,0,0,0
2 BR Suite near JFK w. Keyless entry.,Queens,4.71,17571,7,4.9,5.0,5.0,4.6,5.0,5.0,6.0,0,0,0,0,0,0,1,0,1,0
Cozy Home Away Apartment,Queens,4.43,10072,68,4.7,4.3,4.8,4.5,4.6,4.8,5.0,1,1,0,1,0,0,1,0,1,0
2 BR 1 Queen and 2 twin beds 10 minutes from JFK.,Queens,4.96,16261,28,4.9,5.0,5.0,5.0,4.9,5.0,6.0,0,1,0,0,0,0,1,0,0,0
NYC Entire HomeApt• Luxurious/Near JFK/ 35min-City,Queens,4.65,16343,86,4.6,4.6,4.8,4.7,4.7,4.9,6.0,0,1,1,0,0,0,1,1,1,0
"Great Neck NY.  Beautiful, private 1 BR apt",Queens,4.69,14305,13,5.0,4.9,4.8,4.7,4.8,4.8,2.0,0,1,0,1,0,0,1,0,0,0
Clean Sunny Deco Glam 1 Bdr Apt at  Forest Park.,Queens,4.97,11259,64,4.8,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
En-suite Master Bedroom in the center of Flushing!,Queens,5.0,8233,5,4.8,5.0,5.0,5.0,5.0,4.8,2.0,0,1,1,0,0,0,1,0,1,0
Beautiful Clean Cozy Place to Stay,Queens,4.76,6906,70,4.7,4.7,4.9,4.7,4.7,4.8,2.0,1,1,0,0,0,1,1,0,1,0
Cozy bedroom in Forest Hills,Queens,4.86,16672,14,5.0,5.0,4.9,4.7,4.9,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Lovely studio well furnished in Elmont,Queens,4.78,12864,23,4.8,4.9,4.9,4.8,4.8,5.0,2.0,0,0,1,0,0,0,1,0,1,0
Lovely 2 bedroom Apartment in Queens.,Queens,4.86,16652,14,4.6,4.7,5.0,4.6,4.9,4.9,5.0,1,1,0,0,0,1,1,0,0,0
King Size Bed - 3BR/2BA Minutes from JFK/LGA/City!,Queens,4.75,23156,4,4.5,5.0,5.0,4.8,4.5,4.8,10.0,0,1,1,0,0,1,1,0,0,0
"UBS Suites 
Elite / Only 2 min walk to UBS Arena.",Queens,5.0,20480,4,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,1,0,0,1,0,1,0
1 Bedroom Studio Apartment near LGA Airport.,Queens,4.67,9571,6,5.0,4.3,5.0,4.8,5.0,4.7,2.0,0,1,1,0,0,0,1,0,1,0
Luxury studio apartment 25 minutes to Manhattan,Brooklyn,4.94,12659,17,4.8,4.9,5.0,4.9,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Private Studio Apartment in Heart of Brooklyn!!,Brooklyn,4.68,8370,112,4.7,4.7,4.8,4.7,4.8,4.8,2.0,0,1,0,0,0,1,1,1,1,0
Beautiful Sheepshead Bay  Brooklyn experience,Brooklyn,4.8,28024,15,5.0,4.8,5.0,4.9,5.0,4.9,7.0,0,1,1,0,0,0,1,0,1,0
"Lovely, very clean , cozy 2 bedroom apartment",Brooklyn,4.93,18319,14,4.8,5.0,4.9,4.7,5.0,5.0,3.0,0,1,1,0,0,0,1,0,0,0
Brooklyn Condominium With Balcony,Brooklyn,4.97,4786,30,4.9,4.9,5.0,5.0,4.9,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Brighton Beach the room,Brooklyn,4.61,6415,38,5.0,4.5,4.8,4.7,4.7,4.9,2.0,0,1,0,1,0,0,1,0,0,0
"Wonderful Studio In Brooklyn, NY!!!",Brooklyn,4.87,11321,30,4.8,4.6,5.0,4.6,4.9,4.9,2.0,0,1,1,0,0,1,1,0,0,0
Private 1st level studio near NYC,Brooklyn,4.93,11973,83,4.7,4.9,5.0,4.9,4.9,4.9,2.0,0,0,1,0,0,0,1,0,1,0
Modern & Cozy Apt in Brooklyn.,Brooklyn,4.81,16466,27,4.6,4.8,5.0,4.5,4.9,4.9,3.0,0,1,0,0,0,0,1,0,0,0
Spacious Ocean-Side Studio in Brooklyn w/Parking,Brooklyn,4.91,13070,95,4.8,4.9,4.9,4.8,4.9,5.0,2.0,0,0,0,0,0,0,1,0,1,0
Luxury Cozy Modern Studio in the heart of Brooklyn,Brooklyn,4.87,12144,38,4.8,4.9,5.0,4.8,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Sheepshead Bay home by the water,Brooklyn,4.83,15221,6,4.8,4.8,5.0,4.7,4.8,5.0,5.0,0,1,1,0,0,0,1,0,1,0
Beautiful duplex with the terrace,Brooklyn,5.0,13379,6,4.8,5.0,5.0,4.8,4.8,5.0,4.0,0,0,0,0,0,0,1,0,0,0
Cozy 2-bedroom apartment in Mill Basin,Brooklyn,4.97,12864,36,4.9,5.0,5.0,5.0,5.0,4.9,4.0,0,1,1,0,0,0,1,0,0,0
1 BR | Brooklyn |Private Home | Backyard | Parking,Brooklyn,4.79,20480,57,4.7,4.8,4.9,4.6,4.8,4.9,4.0,0,0,1,0,0,0,1,0,1,0
2 Bedroom+Office 1+1/2 Baths PrivateBackyard,Brooklyn,4.76,25262,21,4.9,4.6,4.9,4.8,4.7,4.9,7.0,0,1,0,0,0,0,1,0,1,0
Brighton Beach Studio with balcony walk to Ocean,Brooklyn,4.83,9743,6,4.7,5.0,5.0,5.0,5.0,5.0,2.0,1,1,1,0,0,0,1,0,1,0
Cozy lil nook in the heart of BK,Brooklyn,4.92,7204,12,4.4,5.0,4.8,4.8,5.0,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Spacious 2 Bdr w/ Huge Patio In Heart of Brooklyn,Brooklyn,5.0,23671,5,4.6,4.8,5.0,4.6,5.0,5.0,5.0,1,1,0,0,0,0,1,0,1,0
Brooklyn Brand New Studio,Brooklyn,4.25,7132,56,4.7,4.8,4.6,4.3,4.2,4.5,4.0,1,1,1,0,0,1,1,0,0,0
1-bedroom studio,Brooklyn,5.0,8079,4,4.8,5.0,5.0,5.0,5.0,5.0,1.0,1,0,0,0,0,0,1,1,0,0
Private 1 bedroom near many beaches,Brooklyn,4.7,7667,10,4.5,4.6,4.8,4.6,4.6,4.8,2.0,0,1,1,0,0,0,0,0,1,0
Private Vintage L Shaped Studio,Brooklyn,4.41,5043,30,4.6,4.1,4.7,4.7,4.7,4.7,2.0,0,1,1,0,0,0,1,0,0,0
Ditmas Beauty II,Brooklyn,4.93,12864,15,4.9,5.0,4.9,5.0,5.0,5.0,2.0,0,1,0,1,0,0,1,0,0,0
Apartment near Coney Island beach,Brooklyn,4.88,10326,9,4.6,4.8,5.0,4.6,4.9,5.0,4.0,0,0,1,0,0,0,1,0,1,0
2-BEDROOM Condo close to Ocean and Brighton Beach,Brooklyn,4.76,16176,58,4.8,4.8,4.9,4.8,4.9,4.9,5.0,0,1,1,0,0,0,1,0,1,0
2-Bedroom Penthouse in Beautiful Victorian,Brooklyn,5.0,20171,57,4.9,5.0,5.0,4.9,5.0,5.0,4.0,0,1,1,0,0,0,1,0,1,0
Adorable 1-Bedroom Suite with Patio!,Brooklyn,5.0,11900,17,4.9,4.9,5.0,4.8,5.0,5.0,3.0,0,1,0,0,0,0,1,0,1,0
Large private room in a nice neighborhood Brooklyn,Brooklyn,4.86,4631,8,4.6,4.7,4.9,4.7,4.7,5.0,2.0,0,1,1,0,0,0,1,0,0,0
Lovely 2 Bedrm 2 Bathrm in Brighton Beach  NY,Brooklyn,5.0,21983,13,4.6,5.0,4.9,4.9,5.0,4.6,4.0,0,1,1,0,0,0,1,0,1,0
"Cheerful Private Bedroom w/
Shared Bathroom",Brooklyn,5.0,7719,5,4.8,5.0,5.0,5.0,4.8,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Cozy Modern Luxury with Full Balcony,Brooklyn,4.94,12247,216,4.8,5.0,5.0,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
ENTIRE 1 Bedroom Garden Apt in Victorian Home,Brooklyn,4.95,12895,62,4.9,4.9,5.0,5.0,5.0,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Private Room on Brighton Beach. Next to the Beach.,Brooklyn,4.88,7794,108,4.9,4.9,5.0,4.8,4.9,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Lovely Bedroom 2 Blocks from Subway,Brooklyn,5.0,5351,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,0,1,0,0,0
Entire Apt Gravesend Coney Island Hospital Beach,Brooklyn,4.8,12933,30,4.7,4.7,4.8,4.7,4.7,4.8,2.0,0,1,1,0,0,0,1,0,1,0
"Cute, comfortable 1BR Apt.",Brooklyn,3.0,8233,3,3.7,3.0,2.7,3.0,3.3,2.7,3.0,0,1,1,0,0,0,1,1,1,0
brooklyn rent apartment,Brooklyn,4.3,7307,109,4.5,4.6,4.5,4.3,4.3,4.6,4.0,1,1,1,0,0,0,1,0,0,0
Entire 1 Bedroom Apartment Gorgeous,Brooklyn,4.65,12508,55,4.8,4.7,4.8,4.7,4.7,4.9,4.0,1,1,0,0,0,1,1,0,0,0
New York on the Ocean,Brooklyn,4.88,16466,24,5.0,5.0,5.0,4.7,4.9,5.0,2.0,1,1,1,0,0,0,1,0,0,0
Comfortable 1 Bedroom Apartment,Brooklyn,4.73,10470,154,4.7,4.6,4.9,4.7,4.8,4.9,3.0,0,1,1,0,0,0,1,0,1,0
Clean Quiet 1 bedroom apartment,Brooklyn,4.81,4631,254,4.5,4.8,4.9,4.9,4.9,4.9,1.0,0,1,1,0,0,0,1,0,0,0
Comfy Private Studio w/ Bathroom & Queen Size Bed,Brooklyn,5.0,12350,3,4.3,4.7,5.0,4.7,5.0,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Coney Island MCU Park Wi fi Cable Apt****,Brooklyn,4.74,16707,159,4.6,4.8,4.8,4.7,4.8,4.8,2.0,0,1,1,0,0,0,1,0,0,0
Beautiful 1- bedroom unit for rent in Midwood.,Brooklyn,5.0,7719,6,4.8,4.8,5.0,4.8,4.8,4.8,2.0,0,1,1,0,0,0,1,1,1,0
Large 1BR apt only 20 minutes to Manhattan.,Brooklyn,4.53,10292,41,4.7,4.3,4.9,4.6,4.8,4.8,4.0,0,1,1,0,0,0,1,0,1,0
Private Bathroom with Room,Brooklyn,4.59,4576,17,4.5,4.6,4.5,4.7,4.7,4.7,1.0,0,1,0,1,0,0,1,0,1,0
Guest RM w/ Private Bathroom & Shared Kitchen,Brooklyn,4.89,10292,19,4.8,4.9,4.9,4.8,5.0,4.8,1.0,0,1,1,0,0,0,1,0,1,0
"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",Brooklyn,4.89,12144,19,4.4,5.0,5.0,4.6,4.9,5.0,5.0,1,1,1,0,0,0,1,0,1,0
"Liguria room.  Superfast Wi-Fi, clean and quiet.",Brooklyn,4.77,20480,35,4.5,4.7,4.8,4.5,4.8,4.8,2.0,0,1,0,0,0,0,1,0,1,0
Brooklyn NY (directly in front of Marine Park),Brooklyn,5.0,31225,59,5.0,5.0,5.0,5.0,4.9,5.0,4.0,0,0,0,0,0,0,1,0,0,0
"Family-friendly, Beautiful Private Space",Brooklyn,5.0,11835,36,4.9,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,1,0,0,1,0,0,0
2F Your Own Private Bed+Living Room 3mins N train,Brooklyn,4.79,6175,19,4.8,4.7,4.8,5.0,4.8,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Restored Barn Cottage Duplex in Bucolic Brooklyn,Brooklyn,4.93,25825,61,5.0,4.9,5.0,4.9,5.0,4.9,5.0,0,1,0,1,0,0,1,0,1,0
Boutique apartment  by the Ocean,Brooklyn,4.72,17393,76,4.6,4.7,4.8,4.5,4.7,4.8,5.0,0,0,0,1,0,0,1,0,0,0
A Beautiful Studio in a Victorian House,Brooklyn,4.78,9777,64,4.8,4.9,4.8,4.8,4.8,4.8,4.0,0,1,1,0,0,1,1,0,0,0
Studio Apartment   in BoroPark Brooklyn NY,Brooklyn,4.17,5146,25,4.5,4.5,4.2,4.1,4.4,4.6,2.0,0,1,1,0,0,0,0,0,0,0
"Coney Island Private Apt*** Wi Fi, LCD TV MCU Park",Brooklyn,4.74,15849,140,4.7,4.8,4.8,4.7,4.8,4.8,3.0,0,0,1,0,0,0,1,0,0,0
Pvt Room+Pvt Bathroom; NO KITCHEN!,Brooklyn,4.76,6737,79,4.7,4.7,5.0,4.8,4.9,4.9,2.0,0,1,1,0,0,0,0,0,1,0
2FComfy Clean Room in Quiet House-3mins to N train,Brooklyn,4.68,5811,71,4.6,4.5,4.9,4.8,4.8,4.9,2.0,0,1,0,1,0,0,1,0,1,0
Tree-lined Brooklyn Getaway,Brooklyn,4.83,7204,35,4.8,4.9,5.0,4.8,4.9,5.0,2.0,1,1,1,0,0,0,1,0,1,0
"XL 90m2 2BR Victorian area,sleeps 7",Brooklyn,4.52,10806,288,4.7,4.4,4.7,4.6,4.7,4.6,7.0,0,1,1,0,0,0,1,0,0,0
A Lot of Space in Historic Victorian Home,Brooklyn,4.89,6792,159,4.9,4.9,5.0,4.9,5.0,5.0,2.0,0,0,1,0,0,0,1,0,1,0
2 BR | Brooklyn |Private Home | Backyard |Parking,Brooklyn,4.73,23567,48,4.9,4.8,4.8,4.7,4.8,4.8,8.0,0,0,1,0,0,0,1,0,1,0
Newly renovated modern apt! Private apartment!,Brooklyn,4.91,14415,168,4.9,4.9,5.0,4.8,5.0,5.0,4.0,0,1,0,1,0,0,1,1,1,0
Huge 2 bedroom- long term stay-free wifi & parking,Brooklyn,4.99,9660,82,4.7,5.0,5.0,5.0,5.0,5.0,6.0,0,0,0,0,0,0,1,0,1,0
"Centrally Located, Modern,Spacious,King Size Suite",Brooklyn,5.0,30339,12,5.0,5.0,5.0,4.9,4.9,5.0,5.0,0,0,1,0,0,0,1,0,1,0
Cozy & Convenient Brooklyn Escape for 2!,Brooklyn,5.0,9983,51,4.8,4.9,5.0,5.0,5.0,5.0,2.0,0,0,1,0,0,0,1,0,1,0
Spacious NYC Apt w/ Large Private Bathroom+Kitchen,Brooklyn,4.77,11074,61,4.6,4.7,4.9,4.8,4.8,4.9,2.0,0,1,1,0,0,0,1,1,1,0
Charming Brooklyn 1 Bed 1 Bath Apartment,Brooklyn,4.8,11115,44,4.4,4.8,5.0,4.7,4.8,5.0,4.0,0,1,1,0,0,1,1,0,0,0
Spacious Brooklyn Split Level,Brooklyn,4.82,13441,60,4.7,5.0,5.0,4.8,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
BRAND NEW STUDIO in Sheepshead Bay Area,Brooklyn,4.95,14202,20,4.9,5.0,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Bklyn Best Kept Secret Luxe Room,Brooklyn,4.71,6998,7,4.9,5.0,5.0,5.0,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
🅰🅰🅰 STAY|LUX MASTER SUITE |HUGE BACKYARD| BROOKLYN,Brooklyn,5.0,20480,17,4.9,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,1,0,0,1,0,1,0
"Private room en Brooklyn room  ""B""",Brooklyn,4.9,10189,21,4.8,5.0,5.0,5.0,5.0,4.9,2.0,0,1,0,0,0,0,1,0,1,0
BK HOUSE-Lovely 2 bedroom rental unit in Brooklyn,Brooklyn,5.0,19067,5,4.6,5.0,5.0,5.0,5.0,4.8,4.0,0,1,1,0,0,0,1,0,1,0
Amazing 550 Sq Ft Studio Apartment.,Brooklyn,4.82,10285,304,4.5,4.8,5.0,4.8,4.9,4.9,5.0,0,1,1,0,0,0,1,1,0,0
Cozy Boho Studio in Central Brooklyn,Brooklyn,4.87,12556,38,4.4,5.0,5.0,4.9,5.0,4.9,3.0,1,1,0,0,1,0,1,0,0,0
Beautiful apartment 1 bedroom at Brooklyn,Brooklyn,4.0,9746,3,4.0,4.0,3.7,3.7,4.0,4.0,2.0,0,0,1,0,0,0,0,1,0,0
"Comfortable Stay in Historic, Spacious Brownstone",Brooklyn,4.92,81818,66,4.9,4.8,4.9,4.8,4.9,4.9,10.0,0,1,1,0,0,0,1,0,1,0
"Sunny Spacious 2BR, 2nd Flr Apt, Free Parking",Brooklyn,4.75,12452,4,4.5,4.8,5.0,4.5,5.0,5.0,4.0,0,1,0,0,0,0,1,0,0,0
Stunning 1 Bedroom loft in the heart of Flatbush!,Brooklyn,4.89,14545,9,4.9,4.9,4.9,4.6,4.9,4.9,3.0,0,1,0,1,0,0,1,0,1,0
Lovely 1-bedroom Apartment with Indoor Fireplace,Brooklyn,4.94,13523,31,4.7,4.9,4.9,5.0,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Beautiful One Bedroom,Brooklyn,4.11,6792,9,4.6,4.2,4.4,4.1,4.3,4.6,2.0,1,1,0,0,0,1,1,0,0,0
Brooklyn Palace,Brooklyn,4.96,5146,24,4.7,4.8,5.0,4.8,4.9,4.9,1.0,0,1,1,0,0,1,1,0,0,0
Cozy One Bedroom Apt with separate entrance,Brooklyn,5.0,15437,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,1,1,0,1,0
PRIVATE ROOM IN BROOKLYN NY ROOM C,Brooklyn,4.75,9417,8,4.8,4.8,4.5,4.9,4.8,4.8,2.0,0,1,1,0,0,0,1,0,1,0
"Sunny, Spacious, Safe & Quiet 3-bedroom apt",Brooklyn,4.86,14202,7,4.7,5.0,5.0,4.9,5.0,5.0,6.0,1,1,1,0,0,0,1,0,1,0
Attic bedroom,Brooklyn,4.48,3602,83,4.2,4.1,4.5,4.5,4.5,4.5,1.0,0,1,0,1,1,0,1,0,1,0
"Beautiful Spacious 2BR, 1st Flr Apt. Free Parking",Brooklyn,5.0,13461,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,1,0,0,1,0,0,0
Modern Cozy Renovated 2BR /w Fireplace & Kitchen,Brooklyn,4.93,18713,14,4.9,4.9,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0,0,1,0,1,0
Entire 1 Bedroom Apt 3rd Fl Walk-up Victorian Home,Brooklyn,4.91,15695,11,5.0,5.0,5.0,5.0,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
"Renovated 2-bedroom in Sheepshead Bay, Brooklyn",Brooklyn,5.0,30940,3,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0,1,1,0,0,0,1,0,0,0
Charming Brooklyn 2 Bedroom 1 Bath Apartment,Brooklyn,4.77,12247,70,4.7,4.8,5.0,4.7,4.7,5.0,6.0,0,1,1,0,0,1,1,0,0,0
Coney Island Beach Amusement 1 Br Apt. * Wi-Fi,Brooklyn,4.74,14820,208,4.7,4.8,4.9,4.7,4.8,4.9,3.0,0,1,1,0,0,0,1,0,1,0
A Dream! Luxury 3 Bedroom Apt,Brooklyn,4.7,25729,11,4.7,4.8,4.8,4.8,5.0,4.6,6.0,0,1,0,1,0,0,1,0,0,0
Cozy Room in Historic Victorian Home,Brooklyn,4.95,7636,187,4.9,4.9,5.0,4.9,4.9,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Brighton Room-Balcony-5mto Beach-Separate Entrance,Brooklyn,4.89,11218,9,4.8,5.0,5.0,4.7,4.8,4.9,1.0,0,1,0,1,0,0,1,0,1,0
"Newly Remodeled 1 Bedroom Apartment, w Central Air",Brooklyn,4.88,13221,75,4.5,4.9,4.8,4.8,4.9,4.9,4.0,0,1,1,0,0,0,1,1,1,0
Lovely two room apartment on the 2nd floor,Brooklyn,4.96,15732,23,4.8,4.9,5.0,4.8,4.9,5.0,4.0,0,0,0,0,0,0,1,0,1,0
Brooklyn Oasis: Private Bath | Beach | Express,Brooklyn,4.92,12967,13,4.8,5.0,4.9,4.8,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
"Sheepshead Bay Luxury stay in Brooklyn, Ny",Brooklyn,4.65,34435,108,4.8,4.6,4.9,4.6,4.7,5.0,6.0,0,1,1,0,0,0,1,1,0,0
Brooklyn Cave in the Neighb,Brooklyn,4.95,8034,183,4.7,4.9,5.0,4.9,5.0,5.0,3.0,0,0,1,0,0,0,1,0,0,0
sunny apartment on the Ocean,Brooklyn,4.76,20583,38,4.8,4.7,4.9,4.6,4.7,4.9,3.0,0,1,0,0,0,0,1,0,0,0
Beautiful  Luxury 2bd Suite Easy 2 All JFK/LGA,Brooklyn,4.5,17444,30,4.8,4.5,4.6,4.5,4.2,4.4,2.0,0,1,1,0,0,0,1,0,1,0
Nice oversize one bedroom with separate bed room,Brooklyn,4.27,14099,11,4.2,4.8,4.3,4.1,4.2,4.2,4.0,0,1,1,0,0,0,0,1,0,0
MONTHLY RENTAL Victorian House in Brooklyn,Brooklyn,5.0,5146,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,1,0,0,0,1,0,1,0
Lovely XL 3 Bed/1 Bedroom Apt in South Brooklyn!,Brooklyn,4.94,21579,36,4.9,4.9,4.9,4.8,4.9,4.9,4.0,0,1,1,0,0,0,1,0,1,0
Fully furnished 1 Bedroom Apartment in Brooklyn,Brooklyn,4.43,13276,28,4.7,4.4,4.8,4.5,4.5,4.6,4.0,0,1,1,0,0,0,1,0,1,0
Lovely Bedroom Near Subway,Brooklyn,5.0,6381,8,4.8,4.9,5.0,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,0,0
Brooklyn Home convenient to everywhere,Brooklyn,4.74,6329,65,4.7,4.7,4.7,4.8,4.8,4.9,1.0,0,1,1,0,0,0,1,0,0,0
Newly Renovated 3 Bedroom Home,Brooklyn,4.88,33962,26,4.8,4.8,4.9,4.7,4.8,4.8,6.0,1,1,0,1,0,0,1,0,0,0
Private room in Sunset Park,Brooklyn,4.72,7197,29,4.4,4.7,4.9,4.7,4.8,4.9,2.0,0,0,1,0,0,0,1,0,0,0
"Clean Safe Apartment  Kitchen, Wifi  Parking +more",Brooklyn,4.62,16055,53,4.6,4.7,4.7,4.8,4.8,4.8,6.0,0,1,0,0,0,0,1,0,0,0
Perfect Relaxing Three Bedroom UNIT.,Brooklyn,4.67,49351,3,5.0,5.0,5.0,4.7,5.0,4.7,6.0,0,1,1,0,0,0,1,0,0,0
Luxury Modern 1 BR APT w/ Balcony & Self Check-in,Brooklyn,4.74,16831,84,4.8,4.5,4.8,4.7,4.9,4.9,4.0,0,1,0,0,0,0,1,1,1,0
Updated 4 bedroom home,Brooklyn,4.67,30875,6,4.8,4.8,5.0,4.8,5.0,5.0,6.0,1,1,0,1,0,1,1,0,0,0
